epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,23.9128,1.38816,2.49998,1.31849,0.65346,0.47651,0.51185,0.37895,1.13503,1.13215,1.06155,8.33e-06,8.33e-06,8.33e-06
